,school name,federal loan rate,t9 cost for public schools,t9 cost for private schools,tuition revenue per full time enrollment,tuition cost for in state students,part time student retention rate for 4y,full time students <4y,full time students in 4y,cost of attendance w fam other expenses,compl rate for <4y (white),compl rate for <4y (2 or more races),compl rate for <4y (hawaiian/pac islander),compl rate for <4y (hispanic),compl rate for <4y (black),compl rate for <4y (american indian),compl rate less than 4y (american indian),compl rate for 4y (white),compl rate for 4y (2 or more races),compl rate for 4y (hawaiian/pac islander),compl rate for 4y (hispanic),compl rate for 4y (black),compl rate for 4y (asian),compl rate for 4y (american indian),1st-time fulltime compl 4y (2y avg),1st-time fulltime compl 4y,id,latitude,longitude
433,Santa Rosa Junior College,0.0039,223.0,0.0,1009.0,1328.0,0.0,0.6889,0.0,5536.0,0.4286,0.4,1.0,0.2891,0.4375,0.4474,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123013,38.45709,-122.718974
434,Saybrook University,0.0,0.0,0.0,34345.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123095,34.153103,-118.152155
435,Scripps College,0.188,0.0,62.0,36372.0,58442.0,0.9412,0.0,0.8704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.814,0.8,0.0,0.7778,0.6923,0.925,0.0,0.8492,0.8231,123165,34.104147,-117.711294
436,College of the Sequoias,0.0044,778.0,0.0,531.0,1394.0,0.0,0.6611,0.0,4400.0,0.3967,0.4667,0.3333,0.322,0.1698,0.4324,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123217,36.323877,-119.315182
437,Shasta Bible College and Graduate School,0.1935,0.0,2.0,5717.0,12860.0,0.5,0.0,0.4,4200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4167,0.0,123280,40.566034,-122.314419
438,Shasta College,0.0409,161.0,0.0,578.0,1189.0,0.0,0.0,0.0,3843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2326,0.1698,0.0,0.2072,0.0667,0.35,0.125,0.2244,0.2222,123299,40.625731,-122.317982
439,Sierra College,0.0175,526.0,0.0,847.0,1156.0,0.0,0.6718,0.0,3096.0,0.3551,0.3529,0.2857,0.3296,0.2895,0.5474,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123341,38.790773,-121.211688
440,Sierra College of Beauty,0.0,0.0,119.0,7118.0,0.0,0.0,0.8936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123350,37.306975,-120.495874
441,Trinity Law School,0.0,0.0,0.0,23468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123448,33.766071,-117.852059
442,Simpson University,0.6164,0.0,54.0,17658.0,35900.0,0.5,0.0,0.6398,3276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5526,0.0,0.0,0.5,0.0,0.6667,0.0,0.4332,0.4478,123457,40.61334,-122.332981
443,College of the Siskiyous,0.0674,32.0,0.0,1729.0,1444.0,0.0,0.5485,0.0,4275.0,0.2813,0.2917,0.0,0.16,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123484,41.413005,-122.38909
444,Charles A Jones Career and Education Center,0.1897,3.0,0.0,6940.0,0.0,0.0,0.7575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123493,38.516233,-121.440796
445,Skyline College,0.0024,90.0,0.0,1042.0,1464.0,0.0,0.0,0.0,4275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5645,0.3611,0.0,0.3881,0.1,0.4211,0.0,0.4076,0.4076,123509,37.63042,-122.467335
446,San Bernardino Valley College,0.0,369.0,0.0,575.0,1362.0,0.0,0.6042,0.0,6012.0,0.358,0.2143,0.0,0.1854,0.1443,0.3243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123527,34.086353,-117.313248
447,Saint Mary's College of California,0.6495,0.0,357.0,23311.0,51768.0,0.0,0.0,0.8445,2550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7443,0.6136,0.5714,0.7515,0.6207,0.7368,0.6667,0.732,0.7308,123554,37.840731,-122.109031
448,Solano Community College,0.0066,190.0,0.0,680.0,1170.0,0.0,0.0,0.0,4275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3168,0.2029,0.0,0.306,0.1096,0.4167,0.0,0.2832,0.2997,123563,38.235881,-122.122368
449,Sonoma State University,0.2571,438.0,0.0,5677.0,7988.0,0.4464,0.0,0.8081,3546.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6264,0.5526,0.0,0.6059,0.4043,0.5051,0.5,0.6,0.5991,123572,38.340274,-122.677066
450,South Baylo University,0.0,0.0,0.0,8842.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123633,33.848291,-117.958416
451,South Coast College,0.8189,0.0,3.0,7188.0,13106.0,0.0,0.8,0.0,4275.0,0.0,0.0,0.0,0.1667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123642,33.78818,-117.874031
452,Vanguard University of Southern California,0.8829,0.0,527.0,18264.0,37700.0,0.5,0.0,0.749,4250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.677,0.5,0.5,0.5775,0.4643,0.9,0.0,0.6199,0.6146,123651,33.662686,-117.900911
453,Concorde Career College-Garden Grove,0.6952,0.0,84.0,18795.0,0.0,0.0,0.8708,0.0,0.0,0.7419,0.0,0.8,0.6667,0.8571,0.7174,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123679,33.774741,-117.938395
454,Southwestern College,0.0064,718.0,0.0,428.0,1342.0,0.0,0.716,0.0,12942.0,0.407,0.3286,0.0,0.2957,0.2571,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123800,32.640281,-116.996803
455,Starr King School for the Ministry,0.0,0.0,0.0,17213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123916,37.781425,-122.182294
456,Marshall B Ketchum University,0.0,0.0,0.0,47489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123943,33.889348,-117.886229
457,Southern California Institute of Architecture,0.498,0.0,5.0,33021.0,49016.0,0.0,0.0,0.9286,4714.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.7538,0.7419,123952,34.044215,-118.232799
458,University of Southern California,0.2302,0.0,1395.0,37787.0,61503.0,0.84,0.0,0.9391,3556.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9204,0.9012,0.6667,0.9406,0.8403,0.9411,1.0,0.9188,0.9201,123961,34.021281,-118.284169
459,Southwestern Law School,0.0,0.0,0.0,40107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123970,34.061558,-118.288375
460,Taft College,0.0027,161.0,0.0,822.0,1108.0,0.0,0.6515,0.0,4275.0,0.2804,0.3077,0.5,0.2699,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124113,35.149343,-119.459751
461,Claremont School of Theology,0.0,0.0,0.0,11645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124283,34.107602,-117.715256
462,Thomas Aquinas College,0.71,0.0,86.0,15549.0,26000.0,0.0,0.0,0.9079,4324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8475,1.0,0.0,0.7778,1.0,1.0,1.0,0.8503,0.859,124292,34.429009,-119.087141
463,Epic Bible College & Graduate School,0.5546,0.0,0.0,12650.0,9689.0,0.4286,0.0,0.5,3096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.5,124487,38.645152,-121.362642
464,UEI College-Huntington Park,0.7528,0.0,312.0,8844.0,0.0,0.0,0.7366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124681,33.986057,-118.226206
465,Concorde Career College-San Bernardino,0.6936,0.0,159.0,19369.0,0.0,0.0,0.6503,0.0,0.0,0.6786,0.0,0.5,0.7011,0.4103,0.6429,0.5556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124706,34.066823,-117.283995
466,Concorde Career College-North Hollywood,0.7282,0.0,95.0,20105.0,0.0,0.0,0.7585,0.0,0.0,0.65,0.5,1.0,0.5882,0.6,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124937,34.186407,-118.403627
467,Ventura College,0.0068,457.0,0.0,847.0,1398.0,0.0,0.7276,0.0,4163.0,0.4737,0.5455,0.0,0.3755,0.1905,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125028,34.277393,-119.230604
468,The Santa Barbara and Ventura Colleges of Law at Ventura,0.0,0.0,0.0,9574.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125037,34.25747,-119.232988
469,Bridges Beauty College,0.2391,0.0,11.0,6577.0,0.0,0.0,0.7368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125082,34.528602,-117.303933
470,Victor Valley College,0.0,310.0,0.0,503.0,1447.0,0.0,0.525,0.0,3276.0,0.3036,0.1316,0.0,0.2173,0.2055,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125091,34.472231,-117.261456
471,Berkeley City College,0.0077,63.0,0.0,1098.0,1148.0,0.0,0.661,0.0,6736.0,0.4318,0.3235,0.0,0.3644,0.2778,0.4808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125170,37.869769,-122.269877
472,Walden University,0.6102,0.0,1.0,10226.0,12180.0,0.2737,0.0,0.3333,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125231,44.98125,-93.265738
473,Waynes College of Beauty,0.4839,0.0,15.0,8455.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125310,36.700635,-121.652672
474,West Hills College-Coalinga,0.0014,73.0,0.0,170.0,1380.0,0.0,0.547,0.0,4276.0,0.375,0.2,0.0,0.2978,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125462,36.147891,-120.356747
475,West Los Angeles College,0.0113,145.0,0.0,915.0,1238.0,0.5455,0.0,1.0,4275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4333,0.25,0.0,0.314,0.1552,0.3571,0.0,0.2394,0.2564,125471,34.004512,-118.386664
476,West Valley College,0.0035,122.0,0.0,1262.0,1490.0,0.0,0.7788,0.0,5247.0,0.414,0.4468,0.0,0.3663,0.3333,0.5238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125499,37.26398,-122.008324
477,Carrington College-Sacramento,0.5917,0.0,160.0,11606.0,0.0,0.0,0.6567,0.0,0.0,0.5053,0.375,0.2222,0.5035,0.4103,0.7368,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125532,38.556151,-121.371331
478,Westminster Theological Seminary in California,0.0,0.0,0.0,5004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125718,33.121447,-117.046371
479,Westmont College,0.5155,0.0,171.0,19874.0,48660.0,0.5,0.0,0.7907,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7653,0.619,1.0,0.7091,0.4,0.7037,0.5,0.7269,0.7345,125727,34.450151,-119.662517
480,Whittier College,0.6695,0.0,169.0,21740.0,49514.0,0.8,0.0,0.7582,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6395,0.5,0.0,0.7033,0.375,0.6364,1.0,0.635,0.636,125763,33.978773,-118.032299
481,Woodbury University,0.6069,0.0,97.0,30307.0,43418.0,0.0,0.0,0.7324,4275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.5526,0.5,0.6429,0.0,0.5976,0.5913,125897,34.208011,-118.341147
482,The Wright Institute,0.0,0.0,0.0,25486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126012,37.868221,-122.253168
483,Thomas Jefferson School of Law,0.0,0.0,0.0,37762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126049,32.717595,-117.157862
484,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,0.0,0.0,42.0,16173.0,15700.0,0.0,0.0,0.8773,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2632,0.0,0.0,0.0,0.0,0.0,0.0,0.2017,0.25,126076,34.085465,-118.346613
485,Yuba College,0.0056,160.0,0.0,352.0,1128.0,0.0,0.5013,0.0,4163.0,0.178,0.1277,0.0,0.2401,0.2174,0.1349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126119,39.126536,-121.53964
486,The Salon Professional Academy-Grand Junction,0.6,0.0,28.0,7383.0,0.0,0.0,0.6774,0.0,0.0,0.7308,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126164,39.078114,-108.56521
487,Adams State University,0.4932,218.0,0.0,6779.0,9680.0,0.2292,0.0,0.5926,2997.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.372,0.3158,0.0,0.1976,0.1481,0.4286,0.3333,0.3047,0.287,126182,37.473636,-105.879642
488,Aims Community College,0.0652,189.0,0.0,2438.0,1826.0,0.0,0.547,0.0,5337.0,0.4097,0.6429,1.0,0.371,0.2308,0.5,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126207,40.409559,-104.763415
489,Arapahoe Community College,0.1047,151.0,0.0,7081.0,4080.0,0.3863,0.0,0.5343,5871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2977,0.1667,0.0,0.2581,0.3333,0.25,0.0,0.2734,0.2891,126289,39.607505,-105.018631
490,Bel-Rea Institute of Animal Technology,0.699,0.0,69.0,12934.0,12338.0,0.0,0.5161,0.0,6147.0,0.3043,0.0,0.0,0.6667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126359,39.686194,-104.876207
491,University of Colorado Denver/Anschutz Medical Campus,0.2506,668.0,0.0,14119.0,9384.0,0.5059,0.0,0.7375,6300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4611,0.4074,0.0,0.4474,0.5469,0.608,0.0,0.4627,0.4804,126562,39.745149,-104.837722
492,University of Colorado Colorado Springs,0.3481,521.0,0.0,9307.0,8766.0,0.3798,0.0,0.6904,4660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4536,0.4779,0.6667,0.3829,0.45,0.4444,0.0,0.4457,0.4414,126580,38.892735,-104.800296
493,Spartan College of Aeronautics and Technology,0.2979,0.0,19.0,11367.0,15790.0,0.0,0.7686,0.0,4242.0,0.8983,0.8276,1.0,0.7656,0.6667,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126605,39.914822,-105.119096
494,University of Colorado Boulder,0.2472,1442.0,0.0,20776.0,12496.0,0.6065,0.0,0.8611,4806.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7555,0.6976,0.4,0.6842,0.6796,0.787,0.3125,0.7328,0.7404,126614,40.008781,-105.270823
495,Colorado Christian University,0.4466,0.0,206.0,11648.0,35436.0,0.3207,0.0,0.8233,886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6194,0.5,0.0,0.4419,0.3333,0.5,0.0,0.5956,0.5824,126669,39.71388,-105.09456
496,Colorado College,0.2365,0.0,214.0,34550.0,62070.0,0.0,0.0,0.9115,1354.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8743,0.7609,0.0,0.8036,0.7368,0.8966,1.0,0.8683,0.8574,126678,38.84886,-104.822697
497,Concorde Career College-Aurora,0.7053,0.0,104.0,20354.0,0.0,0.0,0.8,0.0,0.0,0.6531,0.0,0.0,1.0,0.5088,1.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126687,39.718699,-104.867089
498,Colorado Mountain College,0.0935,83.0,0.0,2095.0,2460.0,0.2609,0.0,0.4227,1666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2353,0.2,0.0,0.3788,0.0,0.3333,0.3333,0.2608,0.2709,126711,39.54636,-107.324441
499,Colorado Northwestern Community College,0.2024,41.0,0.0,6230.0,4140.0,0.0,0.5073,0.0,6147.0,0.3871,0.2,0.0,0.2632,0.1667,0.3333,0.3333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126748,40.081112,-108.790048
500,Colorado School of Mines,0.381,315.0,0.0,21181.0,19538.0,1.0,0.0,0.9142,2505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8322,0.8676,1.0,0.8026,0.8,0.9231,1.0,0.8371,0.8325,126775,39.751443,-105.223364
501,Colorado School of Trades,0.4221,0.0,53.0,9669.0,0.0,0.0,0.8028,0.0,0.0,0.66,1.0,0.0,0.6667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126784,39.74181,-105.104174
502,Colorado State University-Fort Collins,0.3386,1431.0,0.0,15851.0,12331.0,0.6164,0.0,0.8528,1799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7156,0.6585,0.6364,0.5915,0.6286,0.7124,0.5556,0.6964,0.6912,126818,40.574805,-105.080732
503,Colorado Technical University-Colorado Springs,0.7164,0.0,1320.0,12638.0,12581.0,0.273,0.0,0.4597,1313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2601,0.3243,0.0,0.2167,0.1435,0.25,0.0625,0.2281,0.2257,126827,38.894265,-104.833928
504,Community College of Aurora,0.1098,144.0,0.0,5330.0,3947.0,0.0,0.5402,0.0,6138.0,0.3478,0.25,0.5,0.3417,0.2449,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126863,39.71788,-104.802673
505,Technical College of the Rockies,0.1725,0.0,0.0,3038.0,0.0,0.0,0.8791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126915,38.702524,-108.031072
506,Community College of Denver,0.1984,267.0,0.0,4900.0,4745.0,0.0,0.0,0.0,6183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2081,0.2381,0.3333,0.1194,0.1091,0.0968,0.0,0.1823,0.1797,126942,39.741413,-105.001044
507,Lincoln College of Technology-Denver,0.6037,0.0,213.0,11638.0,0.0,0.0,0.777,0.0,0.0,0.641,0.4727,0.0,0.6622,0.4915,0.5385,0.5909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126951,39.77651,-104.856171
508,Denver Seminary,0.0,0.0,0.0,10640.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126979,39.600595,-105.022363
509,University of Denver,0.3353,0.0,632.0,30315.0,54819.0,0.5536,0.0,0.841,2868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7664,0.8413,0.5,0.6968,0.6154,0.7656,1.0,0.7557,0.7569,127060,39.678005,-104.963259
510,Emily Griffith Technical College,0.0,85.0,0.0,2215.0,0.0,0.0,0.8993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127158,39.74575,-104.985751
511,Fort Lewis College,0.3117,173.0,0.0,3815.0,9004.0,0.3666,0.0,0.6096,2752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5112,0.44,0.0,0.4231,0.5,0.6,0.2793,0.4316,0.4406,127185,37.275939,-107.867422
512,Front Range Community College,0.155,512.0,0.0,5761.0,4032.0,0.0,0.0,0.0,6147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2788,0.2683,1.0,0.185,0.1333,0.2778,0.3333,0.2432,0.2575,127200,39.901452,-105.038068
513,Iliff School of Theology,0.0,0.0,0.0,15358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127273,39.675927,-104.960657
514,International Salon and Spa Academy,0.4822,0.0,6.0,11308.0,0.0,0.0,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127316,38.913621,-104.786252
515,Lamar Community College,0.1549,84.0,0.0,3814.0,4136.0,0.0,0.5586,0.0,6300.0,0.4355,0.0,1.0,0.325,0.2143,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127389,38.068886,-102.616144
516,Colorado Mesa University,0.3896,938.0,0.0,8250.0,9000.0,0.3948,0.0,0.7357,2958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4291,0.3407,0.5,0.2955,0.1159,0.3784,0.2941,0.3758,0.3809,127556,39.080643,-108.553275
517,Metropolitan State University of Denver,0.3385,739.0,0.0,7321.0,10021.0,0.4621,0.0,0.6183,5910.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3251,0.2771,0.6667,0.2664,0.2056,0.3857,0.0769,0.3092,0.2976,127565,39.744202,-105.00504
518,Morgan Community College,0.1272,45.0,0.0,4072.0,3852.0,0.0,0.0,0.0,6102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6429,0.0,0.0,0.5,0.25,0.0,0.0,0.5235,0.5679,127617,40.258792,-103.771822
519,Naropa University,0.525,0.0,24.0,22475.0,34800.0,0.75,0.0,0.5472,4626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.0,0.0,0.5,0.0,1.0,0.0,0.3232,0.3421,127653,40.014235,-105.266987
520,Nazarene Bible College,0.222,0.0,0.0,9350.0,10320.0,0.4445,0.0,0.0,3375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,127714,38.944824,-104.803251
521,Northeastern Junior College,0.2746,165.0,0.0,3885.0,5243.0,0.0,0.6605,0.0,6147.0,0.5673,0.6667,0.0,0.431,0.1667,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127732,40.637215,-103.197329
522,University of Northern Colorado,0.399,716.0,0.0,9464.0,10666.0,0.4286,0.0,0.6972,3446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5503,0.4854,0.1429,0.4516,0.4595,0.6889,0.6667,0.5183,0.519,127741,40.410855,-104.692777
523,Otero College,0.1653,81.0,0.0,2867.0,4107.0,0.0,0.4988,0.0,9043.0,0.4222,0.5,0.0,0.3776,0.0833,0.6667,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127778,37.969984,-103.544874
524,Pikes Peak State College,0.1774,501.0,0.0,4356.0,3981.0,0.0,0.0,0.0,6443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2531,0.2353,0.4286,0.2591,0.1446,0.1538,0.1429,0.21,0.2428,127820,38.764287,-104.787261
525,Pueblo Community College,0.2362,171.0,0.0,3978.0,4536.0,0.0,0.0,0.0,6138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1795,0.0714,0.0,0.1613,0.1111,0.3333,0.8,0.2036,0.1927,127884,38.262124,-104.636258
526,Red Rocks Community College,0.202,175.0,0.0,6022.0,4379.0,0.0,0.0,1.0,6183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.223,0.2143,0.0,0.2174,0.3333,0.3077,0.0,0.233,0.2209,127909,39.720277,-105.150094
527,Regis University,0.4395,0.0,321.0,17297.0,39610.0,0.0,0.0,0.7609,2996.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6644,0.6129,1.0,0.558,0.4,0.5532,0.3333,0.6439,0.6202,127918,39.788175,-105.030756
528,Rocky Mountain College of Art and Design,0.6131,0.0,60.0,17202.0,21615.0,0.2286,0.0,0.5871,2664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381,0.0,0.0,0.3,0.75,0.5,0.6667,0.4255,0.4342,127945,39.74332,-105.069911
529,Montessori Education Center of the Rockies,0.125,0.0,1.0,18727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.8333,0.7778,127954,40.019673,-105.241331
530,Colorado State University Pueblo,0.5808,320.0,0.0,4860.0,9005.0,0.4444,0.0,0.6556,5362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437,0.3043,0.0,0.3693,0.2157,0.5714,0.3333,0.377,0.3856,128106,38.30859,-104.579033
531,Pickens Technical College,0.0,113.0,0.0,3487.0,4930.0,0.0,0.7744,0.0,2628.0,0.5479,0.4,0.0,0.6702,0.7692,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128151,39.723705,-104.789683
532,Intellitec College-Colorado Springs,0.4593,0.0,63.0,10029.0,0.0,0.0,0.5725,0.0,0.0,0.623,0.0,0.0,0.6,0.625,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128179,38.832183,-104.78721
533,Intellitec College-Grand Junction,0.6466,0.0,132.0,10372.0,0.0,0.0,0.5582,0.0,0.0,0.7205,0.0,0.0,0.6937,0.5,1.0,0.4211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128188,39.116346,-108.53062
534,Trinidad State College,0.1339,135.0,0.0,3305.0,5279.0,0.4545,0.0,0.6308,6147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5571,0.3333,0.0,0.3385,0.0,0.0,0.4444,0.4144,0.4144,128258,37.172059,-104.513451
