,school name,id,latitude,longitude
529,Montessori Education Center of the Rockies,127954,40.019673,-105.241331
530,Colorado State University Pueblo,128106,38.30859,-104.579033
531,Pickens Technical College,128151,39.723705,-104.789683
532,Intellitec College-Colorado Springs,128179,38.832183,-104.78721
533,Intellitec College-Grand Junction,128188,39.116346,-108.53062
534,Trinidad State College,128258,37.172059,-104.513451
535,United States Air Force Academy,128328,39.010957,-104.891358
536,Empire Beauty School-Thornton,128337,39.915253,-104.94357
537,Western Colorado University,128391,38.549936,-106.919132
538,Albertus Magnus College,128498,41.332519,-72.923848
539,Asnuntuck Community College,128577,41.998409,-72.570177
540,Bais Binyomin Academy,128586,41.123013,-74.078802
541,University of Bridgeport,128744,41.164741,-73.190166
542,Central Connecticut State University,128771,41.692502,-72.765991
543,Charter Oak State College,128780,41.688246,-72.767972
544,Cortiva Institute,128896,41.604041,-72.678562
545,Connecticut College,128902,41.379833,-72.107321
546,Porter & Chester Institute of Hamden,129002,41.346568,-72.931908
547,University of Connecticut,129020,41.809098,-72.249948
548,Goodwin University,129154,41.742977,-72.64032
549,Lincoln Technical Institute-East Windsor,129181,41.924248,-72.596915
550,Eastern Connecticut State University,129215,41.721673,-72.218753
551,Fairfield University,129242,41.157673,-73.255903
552,Paul Mitchell the School-North Haven,129349,41.394495,-72.85745
553,Capital Community College,129367,41.768397,-72.672734
554,Rensselaer at Hartford,129428,41.773462,-72.673916
555,American Institute-West Hartford,129482,41.727016,-72.725762
556,Hartford International University for Religion and Peace,129491,41.769861,-72.707766
557,University of Hartford,129525,41.798591,-72.715213
558,Holy Apostles College and Seminary,129534,41.60682,-72.647853
559,Housatonic Community College,129543,41.175228,-73.191003
560,Manchester Community College,129695,41.761625,-72.561939
561,Naugatuck Valley Community College,129729,41.549749,-73.072963
562,Middlesex Community College,129756,41.539516,-72.611838
563,Mitchell College,129774,41.328013,-72.09523
564,Three Rivers Community College,129808,41.509945,-72.103039
565,Lincoln Technical Institute-New Britain,129923,41.659236,-72.754498
566,New England Tractor Trailer Training School of Connecticut,129932,41.979699,-72.450218
567,University of New Haven,129941,41.291314,-72.961472
568,Norwalk Community College,130004,41.102574,-73.450965
569,Northwestern Connecticut Community College,130040,41.920668,-73.058734
570,Paier College,130110,41.347714,-72.935048
571,Porter & Chester Institute,130174,41.169646,-73.149023
572,Post University,130183,41.535549,-73.081497
573,Quinebaug Valley Community College,130217,41.82623,-71.889673
574,Quinnipiac University,130226,41.418915,-72.894117
575,Sacred Heart University,130253,41.220893,-73.243332
576,University of Saint Joseph,130314,41.781041,-72.72965
577,Gateway Community College,130396,41.303785,-72.927682
578,Southern Connecticut State University,130493,41.333225,-72.947897
579,Stone Academy-West Haven,130509,41.267503,-72.976966
580,Trinity College,130590,41.747451,-72.690882
581,Tunxis Community College,130606,41.705498,-72.87754
582,United States Coast Guard Academy,130624,41.375823,-72.101583
583,Wesleyan University,130697,41.554665,-72.657146
584,Western Connecticut State University,130776,41.400365,-73.444264
585,Yale University,130794,41.311158,-72.926688
586,Margaret H Rollins School of Nursing at Beebe Medical Center,130837,38.771565,-75.142864
587,Dawn Career Institute LLC,130873,39.668605,-75.677768
588,Delaware Technical Community College-Terry,130907,39.198371,-75.56012
589,Delaware State University,130934,39.187173,-75.54053
590,University of Delaware,130943,39.679577,-75.752822
591,Goldey-Beacom College,130989,39.741501,-75.689624
592,Schilling-Douglas School of Hair Design LLC,131061,39.711442,-75.74178
593,Wilmington University,131113,39.682299,-75.586998
594,American University,131159,38.936005,-77.088875
595,The Catholic University of America,131283,38.933651,-76.997909
596,University of the District of Columbia,131399,38.943819,-77.066247
597,Pontifical Faculty of the Immaculate Conception at the Dominican House of Studies,131405,38.931652,-76.998724
598,Gallaudet University,131450,38.907371,-76.993675
599,George Washington University,131469,38.89923,-77.048363
600,Georgetown University,131496,38.908809,-77.073463
601,Howard University,131520,38.922392,-77.018966
602,Strayer University-District of Columbia,131803,38.904881,-77.034133
603,National Conservatory of Dramatic Arts,131830,38.910024,-77.065095
604,Trinity Washington University,131876,38.927398,-77.004261
605,Wesley Theological Seminary,131973,38.939606,-77.08996
606,Atlantic Technical College,132374,26.24278,-80.192271
607,The Baptist College of Florida,132408,30.962708,-85.503931
608,Barry University,132471,25.878908,-80.198925
609,Bethune-Cookman University,132602,29.207195,-81.032946
610,Lynn University,132657,26.385985,-80.122806
611,North Florida Technical College,132675,29.952308,-82.117224
612,Eastern Florida State College,132693,28.38361,-80.756474
613,Broward College,132709,26.119422,-80.14183
614,Albizu University-Miami,132842,25.794178,-80.356315
615,College of Central Florida,132851,29.166079,-82.175692
616,Johnson University Florida,132879,28.302547,-81.363053
617,University of Central Florida,132903,28.602159,-81.200889
618,Charlotte Technical College,132976,27.005558,-82.147238
619,Chipola College,133021,30.789228,-85.23139
620,Lorenzo Walker Technical College,133155,26.141141,-81.763568
621,Daytona State College,133386,29.203275,-81.049685
622,South University-West Palm Beach,133465,26.69215,-80.200219
623,Eckerd College,133492,27.715798,-82.687043
624,Florida SouthWestern State College,133508,26.552403,-81.887102
625,Edward Waters University,133526,30.34479,-81.684879
626,Embry-Riddle Aeronautical University-Daytona Beach,133553,29.189903,-81.048367
627,Florida Agricultural and Mechanical University,133650,30.428504,-84.290226
628,Florida Atlantic University,133669,26.372421,-80.102978
629,Florida State College at Jacksonville,133702,30.334918,-81.659901
630,Flagler College,133711,29.892733,-81.314887
631,Florida College,133809,28.034936,-82.383289
632,Concorde Career Institute-Jacksonville,133845,30.23886,-81.581748
633,Concorde Career Institute-Miramar,133854,25.977088,-80.291516
634,Concorde Career Institute-Tampa,133863,27.959148,-82.514341
635,AdventHealth University,133872,28.576142,-81.367687
636,Florida Institute of Technology,133881,28.065815,-80.622893
637,Florida Institute of Ultrasound Inc,133942,30.524582,-87.220895
638,Florida International University,133951,25.75732,-80.373928
639,The College of the Florida Keys,133960,24.582748,-81.74446
640,Florida Memorial University,133979,25.918278,-80.270753
641,Florida Career College-Miami,133997,25.756567,-80.36778
642,Florida School of Massage,134024,29.593428,-82.338273
643,Florida Southern College,134079,28.032443,-81.948203
644,Florida State University,134097,30.440756,-84.291921
645,University of Florida,134130,29.64629,-82.347911
646,Fort Pierce Beauty Academy,134228,27.411962,-80.325377
647,Full Sail University,134237,28.596546,-81.301286
648,George Stone Technical College,134291,30.487547,-87.290659
649,George T Baker Aviation Technical College,134307,25.804092,-80.263591
650,Gulf Coast State College,134343,30.185542,-85.727918
651,Key College,134422,26.13887,-80.114462
652,Hillsborough Community College,134495,27.934888,-82.456253
653,Hobe Sound Bible College,134510,27.066304,-80.13184
654,Hollywood Institute of Beauty Careers,134529,26.007139,-80.209125
655,Cortiva Institute,134574,27.793547,-82.680031
656,Indian River State College,134608,27.42416,-80.358682
657,International Academy,134714,29.162159,-80.997811
658,AI Miami International University of Art and Design,134811,25.790008,-80.18839
659,Jacksonville University,134945,30.353227,-81.60458
660,Keiser University-Ft Lauderdale,135081,26.185869,-80.163959
661,La Belle Beauty School,135142,25.86695,-80.312711
662,Florida Gateway College,135160,30.175298,-82.5679
663,Lake Technical College,135179,28.833446,-81.690874
664,Lake-Sumter State College,135188,28.828649,-81.797193
665,Fort Myers Technical College,135267,26.647517,-81.836596
666,Lively Technical College,135276,30.448534,-84.339057
667,Lindsey Hopkins Technical College,135294,25.794676,-80.208154
668,Loraines Academy & Spa,135337,27.783077,-82.713964
669,Luther Rice College & Seminary,135364,33.698126,-84.123179
670,State College of Florida-Manatee-Sarasota,135391,27.43804,-82.590887
671,Manatee Technical College,135407,27.447894,-82.481088
672,Traviss Technical College,135522,27.995822,-81.892381
673,Merryfield School of Pet Grooming,135559,26.19044,-80.129991
674,Trinity International University-Florida,135610,25.68307,-80.417646
675,Miami Lakes Educational Center and Technical College,135647,25.916128,-80.29513
676,Miami Dade College,135717,25.777717,-80.190856
677,University of Miami,135726,25.72126,-80.278662
678,Orange Technical College-Mid Florida Campus,135735,28.471695,-81.415996
679,Paul Mitchell the School-Jacksonville,136109,30.259433,-81.527515
680,North Florida College,136145,30.473841,-83.420732
681,University of North Florida,136172,30.27194,-81.509144
682,Nova Southeastern University,136215,26.079337,-80.24248
683,Northwest Florida State College,136233,30.540017,-86.47456
684,Orange Technical College,136303,28.550422,-81.383783
685,Palm Beach Atlantic University,136330,26.7044,-80.05247
686,Palm Beach State College,136358,26.61256,-80.08653
687,Pasco-Hernando State College,136400,28.2751,-82.646727
688,Pensacola State College,136473,30.479267,-87.200265
689,Pinellas Technical College-Clearwater,136491,27.911922,-82.719064
690,Polk State College,136516,28.032411,-81.711873
691,Radford M Locklin Technical College,136659,30.648077,-87.09971
692,Saint Vincent de Paul Regional Seminary,136701,26.516538,-80.125185
693,Ridge Technical College,136765,28.076632,-81.654463
694,Ringling College of Art and Design,136774,27.360931,-82.547803
695,Robert Morgan Educational Center and Technical College,136826,25.599247,-80.390054
696,Rollins College,136950,28.592787,-81.349239
697,First Coast Technical College,137023,29.924377,-81.345829
698,Saint Leo University,137032,28.336776,-82.257801
699,St Petersburg College,137078,27.90242,-82.717331
